RandomScore,PlanScore,MCScore,,,r,p,m
2.106060606,1.228571429,2.590909091,,,,,
2.134328358,1.267605634,2.611940299,,,,,
2.161764706,1.305555556,2.632352941,,,,,
2.188405797,1.342465753,2.652173913,,,,,
2.214285714,1.378378378,2.671428571,,,,,
2.23943662,1.413333333,2.690140845,,,,,
2.263888889,1.447368421,2.708333333,,,,,
2.287671233,1.480519481,2.726027397,,,,,
2.310810811,1.512820513,2.743243243,,,,,
2.333333333,1.544303797,2.76,,,,,
2.355263158,1.575,2.776315789,,,,,
2.376623377,1.604938272,2.792207792,,,,,
2.397435897,1.634146341,2.807692308,,,,,
2.417721519,1.662650602,2.82278481,,,,,
2.4375,1.69047619,2.8375,,,,,
2.456790123,1.717647059,2.851851852,,,,,
2.475609756,1.744186047,2.865853659,,,,,
2.493975904,1.770114943,2.879518072,,,,,
2.511904762,1.795454545,2.892857143,,,,,
2.529411765,1.820224719,2.905882353,,,,,
2.546511628,1.844444444,2.918604651,,,,,
2.563218391,1.868131868,2.931034483,,,,,
2.579545455,1.891304348,2.943181818,,,,,
2.595505618,1.913978495,2.95505618,,,,,
2.611111111,1.936170213,2.966666667,,,,,
2.626373626,1.957894737,2.978021978,,,,,
2.641304348,1.979166667,2.989130435,,,,,
2.655913978,2,3,,,,,
2.670212766,2.020408163,3.010638298,,,,,
2.684210526,2.04040404,3.021052632,,,,,
2.697916667,2.06,3.03125,,,,,
2.711340206,1.66,3.041237113,,,,,
2.724489796,1.38,3.051020408,,,,,
2.737373737,2,3.060606061,,,,,
2.75,0,3.07,,,,,
1.56,0.12,0.59,,,,,
0.565656566,0,0,,,,,
0.6,2.31,0,,,,,
2,0.07,0.3,,,,,
2.1,0.27,0.3,,,,,
2.131147541,0.95,0.09,,,,,
2.161290323,0.05,0.260869565,,,,,
2.19047619,0.06,0.340425532,,,,,
2.21875,2.763157895,0.416666667,,,,,
2.246153846,2.779220779,0.489795918,,,,,
2.272727273,2.794871795,0.56,,,,,
2.298507463,2.810126582,0.62745098,,,,,
2.323529412,2.825,0.692307692,,,,,
2.347826087,2.839506173,0.754716981,,,,,
2.371428571,2.853658537,0.814814815,,,,,
2.394366197,2.86746988,0.872727273,,,,,
2.416666667,2.880952381,0.928571429,,,,,
2.438356164,2.894117647,0.98245614,,,,,
2.459459459,2.906976744,1.034482759,,,,,
2.48,2.91954023,1.084745763,,,,,
2.5,2.931818182,1.133333333,,,,,
2.519480519,2.943820225,1.180327869,,,,,
2.538461538,2.955555556,1.225806452,,,,,
2.556962025,2.967032967,1.26984127,,,,,
2.575,2.97826087,1.3125,,,,,
2.592592593,2.989247312,1.353846154,,,,,
2.609756098,3,1.393939394,,,,,
2.626506024,3.010526316,1.432835821,,,,,
2.642857143,3.020833333,1.470588235,,,,,
2.658823529,3.030927835,1.507246377,,,,,
2.674418605,3.040816327,1.542857143,,,,,
2.689655172,3.050505051,1.577464789,,,,,
2.704545455,3.06,1.611111111,,,,,
2.719101124,0,1.643835616,,,,,
2.733333333,0.08,1.675675676,,,,,
2.747252747,0.21,1.706666667,,,,,
2.760869565,0,1.736842105,,,,,
2.774193548,1.28,1.766233766,,,,,
2.787234043,0.64,1.794871795,,,,,
2.8,0.108108108,1.82278481,,,,,
2.8125,0.210526316,1.85,,,,,
2.824742268,0.307692308,1.87654321,,,,,
2.836734694,0.4,1.902439024,,,,,
2.848484848,0.487804878,1.927710843,,,,,
2.86,0.571428571,1.952380952,,,,,
0.4,0.651162791,1.976470588,,,,,
0.06,0.727272727,2,,,,,
0.684210526,0.8,2.022988506,,,,,
0.71875,0.869565217,2.045454545,,,,,
0.75257732,0.936170213,2.06741573,,,,,
0.785714286,1,2.088888889,,,,,
0.818181818,1.06122449,2.10989011,,,,,
0.85,1.12,2.130434783,,,,,
0.578947368,1.176470588,2.150537634,,,,,
0.75,1.230769231,2.170212766,,,,,
0.904761905,1.283018868,2.189473684,,,,,
1.045454545,1.333333333,2.208333333,,,,,
1.173913043,1.381818182,2.226804124,,,,,
1.291666667,1.428571429,2.244897959,,,,,
1.4,1.473684211,2.262626263,,,,,
1.5,1.517241379,2.28,,,,,
1.592592593,1.559322034,1.72,,,,,
1.678571429,1.6,1.808988764,,,,,
1.75862069,1.639344262,1.833333333,,,,,
1.833333333,1.677419355,1.857142857,,,,,
1.903225806,1.714285714,1.880434783,,,,,
1.96875,1.75,1.903225806,,,,,
2.03030303,1.784615385,1.925531915,,,,,
2.088235294,1.818181818,1.947368421,,,,,
2.142857143,1.850746269,1.96875,,,,,
2.194444444,1.882352941,1.989690722,,,,,
2.243243243,1.913043478,2.010204082,,,,,
2.289473684,1.942857143,2.03030303,,,,,
2.333333333,1.971830986,2.05,,,,,
2.375,2,0.216216216,,,,,
2.414634146,2.02739726,0.315789474,,,,,
2.452380952,2.054054054,0.41025641,,,,,
2.488372093,2.08,0.5,,,,,
2.522727273,2.105263158,0.585365854,,,,,
2.555555556,2.12987013,0.666666667,,,,,
2.586956522,2.153846154,0.744186047,,,,,
2.617021277,2.17721519,0.818181818,,,,,
2.645833333,2.2,0.888888889,,,,,
2.673469388,2.222222222,0.956521739,,,,,
2.7,2.243902439,1.021276596,,,,,
2.725490196,2.265060241,1.083333333,,,,,
2.75,2.285714286,1.142857143,,,,,
2.773584906,2.305882353,1.2,,,,,
2.796296296,2.325581395,1.254901961,,,,,
2.818181818,2.344827586,1.307692308,,,,,
2.839285714,2.363636364,1.358490566,,,,,
2.859649123,2.382022472,1.407407407,,,,,
2.879310345,2.4,1.454545455,,,,,
2.898305085,2.417582418,1.5,,,,,
2.916666667,2.434782609,1.543859649,,,,,
2.93442623,2.451612903,1.586206897,,,,,
2.951612903,2.468085106,1.627118644,,,,,
2.968253968,2.484210526,1.666666667,,,,,
2.984375,2.5,1.704918033,,,,,
3,2.515463918,1.741935484,,,,,
3.015151515,2.530612245,1.777777778,,,,,
3.029850746,2.545454545,1.8125,,,,,
3.044117647,2.56,1.846153846,,,,,
3.057971014,0.39,1.878787879,,,,,
3.071428571,0,1.910447761,,,,,
3.084507042,0,1.941176471,,,,,
3.097222222,0.07,1.971014493,,,,,
3.109589041,0.638297872,2,,,,,
3.121621622,0.708333333,2.028169014,,,,,
3.133333333,0.775510204,2.055555556,,,,,
3.144736842,0.84,2.082191781,,,,,
3.155844156,0.901960784,2.108108108,,,,,
3.166666667,0.961538462,2.133333333,,,,,
3.17721519,1.018867925,2.157894737,,,,,
3.1875,1.074074074,2.181818182,,,,,
3.197530864,1.127272727,2.205128205,,,,,
3.207317073,1.178571429,2.227848101,,,,,
3.21686747,1.228070175,2.25,,,,,
3.226190476,1.275862069,2.271604938,,,,,
3.235294118,1.322033898,2.292682927,,,,,
3.244186047,1.366666667,2.313253012,,,,,
3.252873563,1.409836066,2.333333333,,,,,
3.261363636,1.451612903,2.352941176,,,,,
3.269662921,1.492063492,2.372093023,,,,,
3.277777778,1.53125,2.390804598,,,,,
3.285714286,1.569230769,2.409090909,,,,,
3.293478261,1.606060606,2.426966292,,,,,
3.301075269,1.641791045,2.444444444,,,,,
3.308510638,1.676470588,2.461538462,,,,,
3.315789474,1.710144928,2.47826087,,,,,
3.322916667,1.742857143,2.494623656,,,,,
3.329896907,1.774647887,2.510638298,,,,,
3.336734694,1.805555556,2.526315789,,,,,
3.343434343,1.835616438,2.541666667,,,,,
3.35,1.864864865,2.556701031,,,,,
1.87,1.893333333,2.571428571,,,,,
1.52,1.921052632,2.585858586,,,,,
0.1,1.948051948,2.6,,,,,
0.84057971,1.974358974,0.02,,,,,
0.885714286,2,0,,,,,
0.929577465,2.025,2.09,,,,,
0.972222222,2.049382716,0,,,,,
1.01369863,2.073170732,0,,,,,
1.054054054,2.096385542,0.57,,,,,
1.093333333,2.119047619,0,,,,,
1.131578947,2.141176471,1.02,,,,,
1.168831169,2.162790698,0.875,,,,,
1.205128205,2.183908046,0.96969697,,,,,
1.240506329,2.204545455,1.058823529,,,,,
1.275,2.224719101,1.142857143,,,,,
1.308641975,2.244444444,1.222222222,,,,,
1.341463415,2.263736264,1.297297297,,,,,
1.373493976,2.282608696,1.368421053,,,,,
1.404761905,2.301075269,1.435897436,,,,,
1.435294118,2.319148936,1.5,,,,,
1.465116279,2.336842105,1.56097561,,,,,
1.494252874,2.354166667,1.619047619,,,,,
1.522727273,2.371134021,1.674418605,,,,,
1.550561798,2.387755102,1.727272727,,,,,
1.577777778,2.404040404,1.777777778,,,,,
1.604395604,2.42,1.826086957,,,,,
1.630434783,1.09,1.872340426,,,,,
1.655913978,1.52,1.916666667,,,,,
1.680851064,0,1.959183673,,,,,
1.705263158,0.33,2,,,,,
1.729166667,1.98,2.039215686,,,,,
1.75257732,0,2.076923077,,,,,
1.775510204,0,2.113207547,,,,,
1.797979798,0.19,2.148148148,,,,,
1.82,0.06,2.181818182,,,,,
1.55,1.2,2.214285714,,,,,
1.35,2.01,2.245614035,,,,,
1.414634146,0.02,2.275862069,,,,,
1.476190476,0.58,2.305084746,,,,,
1.534883721,0.06,2.333333333,,,,,
1.590909091,0.6,2.360655738,,,,,
1.644444444,1.82,2.387096774,,,,,
1.695652174,0.853932584,2.412698413,,,,,
1.744680851,0.888888889,2.4375,,,,,
1.791666667,0.923076923,2.461538462,,,,,
1.836734694,0.956521739,2.484848485,,,,,
1.88,0.989247312,2.507462687,,,,,
1.921568627,1.021276596,2.529411765,,,,,
1.961538462,1.052631579,2.550724638,,,,,
2,1.083333333,2.571428571,,,,,
2.037037037,1.113402062,2.591549296,,,,,
2.072727273,1.142857143,2.611111111,,,,,
2.107142857,1.171717172,2.630136986,,,,,
2.140350877,1.2,2.648648649,,,,,
2.172413793,0.29,2.666666667,,,,,
2.203389831,0,2.684210526,,,,,
2.233333333,0,2.701298701,,,,,
2.262295082,1.62,2.717948718,,,,,
2.290322581,2.956521739,2.734177215,,,,,
2.317460317,2.978723404,2.75,,,,,
2.34375,3,2.765432099,,,,,
2.369230769,3.020408163,2.780487805,,,,,
2.393939394,3.04,2.795180723,,,,,
2.417910448,3.058823529,2.80952381,,,,,
2.441176471,3.076923077,2.823529412,,,,,
2.463768116,3.094339623,2.837209302,,,,,
2.485714286,3.111111111,2.850574713,,,,,
2.507042254,3.127272727,2.863636364,,,,,
2.527777778,3.142857143,2.876404494,,,,,
2.547945205,3.157894737,2.888888889,,,,,
2.567567568,3.172413793,2.901098901,,,,,
2.586666667,3.186440678,2.913043478,,,,,
2.605263158,3.2,2.924731183,,,,,
2.623376623,3.213114754,2.936170213,,,,,
2.641025641,3.225806452,2.947368421,,,,,
2.658227848,3.238095238,2.958333333,,,,,
2.675,3.25,2.969072165,,,,,
2.691358025,3.261538462,2.979591837,,,,,
2.707317073,3.272727273,2.98989899,,,,,
2.722891566,3.28358209,3,,,,,
2.738095238,3.294117647,0,,,,,
2.752941176,3.304347826,1.94,,,,,
2.76744186,3.314285714,0,,,,,
2.781609195,3.323943662,0.08,,,,,
2.795454545,3.333333333,0.78,,,,,
2.808988764,3.342465753,0.06,,,,,
2.822222222,3.351351351,1.68,,,,,
2.835164835,3.36,1.35,,,,,
2.847826087,3.368421053,1.473684211,,,,,
2.860215054,3.376623377,1.6,,,,,
2.872340426,3.384615385,1.714285714,,,,,
2.884210526,3.392405063,1.818181818,,,,,
2.895833333,3.4,1.913043478,,,,,
2.907216495,3.407407407,2,,,,,
2.918367347,3.414634146,2.08,,,,,
2.929292929,3.421686747,2.153846154,,,,,
2.94,3.428571429,2.222222222,,,,,
0.86,3.435294118,2.285714286,,,,,
1.24,3.441860465,2.344827586,,,,,
0.6,3.448275862,2.4,,,,,
0,3.454545455,2.451612903,,,,,
0.454545455,3.460674157,2.5,,,,,
0.608695652,3.466666667,2.545454545,,,,,
0.75,3.472527473,2.588235294,,,,,
0.88,3.47826087,2.628571429,,,,,
1,3.483870968,2.666666667,,,,,
1.111111111,3.489361702,2.702702703,,,,,
1.214285714,3.494736842,2.736842105,,,,,
1.310344828,3.5,2.769230769,,,,,
1.4,3.505154639,2.8,,,,,
1.483870968,3.510204082,2.829268293,,,,,
1.5625,3.515151515,2.857142857,,,,,
1.636363636,3.52,2.88372093,,,,,
1.705882353,0.468085106,2.909090909,,,,,
1.771428571,0.541666667,2.933333333,,,,,
1.833333333,0.612244898,2.956521739,,,,,
1.891891892,0.68,2.978723404,,,,,
1.947368421,0.745098039,3,,,,,
2,0.807692308,3.020408163,,,,,
2.05,0.867924528,3.04,,,,,
2.097560976,0.925925926,3.058823529,,,,,
2.142857143,0.981818182,3.076923077,,,,,
2.186046512,1.035714286,3.094339623,,,,,
2.227272727,1.087719298,3.111111111,,,,,
2.266666667,1.137931034,3.127272727,,,,,
2.304347826,1.186440678,3.142857143,,,,,
2.340425532,1.233333333,3.157894737,,,,,
2.375,1.278688525,3.172413793,,,,,
2.408163265,1.322580645,3.186440678,,,,,
2.44,1.365079365,3.2,,,,,
2.470588235,1.40625,3.213114754,,,,,
2.5,1.446153846,3.225806452,,,,,
2.528301887,1.484848485,3.238095238,,,,,
2.555555556,1.52238806,3.25,,,,,
2.581818182,1.558823529,3.261538462,,,,,
2.607142857,1.594202899,3.272727273,,,,,
2.631578947,1.628571429,3.28358209,,,,,
2.655172414,1.661971831,3.294117647,,,,,
2.677966102,1.694444444,3.304347826,,,,,
2.7,1.726027397,3.314285714,,,,,
2.721311475,1.756756757,3.323943662,,,,,
2.741935484,1.786666667,3.333333333,,,,,
2.761904762,1.815789474,3.342465753,,,,,
2.78125,1.844155844,3.351351351,,,,,
2.8,1.871794872,3.36,,,,,
2.818181818,1.898734177,3.368421053,,,,,
2.835820896,1.925,3.376623377,,,,,
2.852941176,1.950617284,3.384615385,,,,,
2.869565217,1.975609756,3.392405063,,,,,
2.885714286,2,3.4,,,,,
2.901408451,2.023809524,3.407407407,,,,,
2.916666667,2.047058824,3.414634146,,,,,
2.931506849,2.069767442,3.421686747,,,,,
2.945945946,2.091954023,3.428571429,,,,,
2.96,2.113636364,3.435294118,,,,,
2.973684211,2.134831461,3.441860465,,,,,
2.987012987,2.155555556,3.448275862,,,,,
3,2.175824176,3.454545455,,,,,
3.012658228,2.195652174,3.460674157,,,,,
3.025,2.215053763,3.466666667,,,,,
3.037037037,2.234042553,3.472527473,,,,,
3.048780488,2.252631579,3.47826087,,,,,
3.060240964,2.270833333,3.483870968,,,,,
3.071428571,2.288659794,3.489361702,,,,,
3.082352941,2.306122449,3.494736842,,,,,
3.093023256,2.323232323,3.5,,,,,
3.103448276,2.34,3.505154639,,,,,
3.113636364,0,3.510204082,,,,,
3.123595506,0,3.515151515,,,,,
3.133333333,0.15,3.52,,,,,
3.142857143,0,0,,,,,
3.152173913,0,0.12,,,,,
3.161290323,0,1.084745763,,,,,
3.170212766,0,1.133333333,,,,,
3.178947368,0,1.180327869,,,,,
3.1875,0.16,1.225806452,,,,,
3.195876289,1.29,1.26984127,,,,,
3.204081633,0.03,1.3125,,,,,
3.212121212,2.111111111,1.353846154,,,,,
3.22,2.3,1.393939394,,,,,
0,2.454545455,1.432835821,,,,,
0,2.583333333,1.470588235,,,,,
0,2.692307692,1.507246377,,,,,
0.22,2.785714286,1.542857143,,,,,
0.04,2.866666667,1.577464789,,,,,
0,2.9375,1.611111111,,,,,
2.39,3,1.643835616,,,,,
0.366666667,3.055555556,1.675675676,,,,,
0.406593407,3.105263158,1.706666667,,,,,
0.445652174,3.15,1.736842105,,,,,
0.483870968,3.19047619,1.766233766,,,,,
0.521276596,3.227272727,1.794871795,,,,,
0.557894737,3.260869565,1.82278481,,,,,
0.59375,3.291666667,1.85,,,,,
0.628865979,3.32,1.87654321,,,,,
0.663265306,3.346153846,1.902439024,,,,,
0.696969697,3.37037037,1.927710843,,,,,
0.73,3.392857143,1.952380952,,,,,
0.02,3.413793103,1.976470588,,,,,
1.855670103,3.433333333,2,,,,,
1.87755102,3.451612903,2.022988506,,,,,
1.898989899,3.46875,2.045454545,,,,,
1.92,3.484848485,2.06741573,,,,,
1.05,3.5,2.088888889,,,,,
0.82,3.514285714,2.10989011,,,,,
2.31,3.527777778,2.130434783,,,,,
0,3.540540541,2.150537634,,,,,
0.01,3.552631579,2.170212766,,,,,
0.112244898,3.564102564,2.189473684,,,,,
0.151515152,3.575,2.208333333,,,,,
0.19,3.585365854,2.226804124,,,,,
0,3.595238095,2.244897959,,,,,
1.1875,3.604651163,2.262626263,,,,,
1.216494845,3.613636364,2.28,,,,,
1.244897959,3.622222222,2.34,,,,,
1.272727273,3.630434783,0.27,,,,,
1.3,3.638297872,0.74,,,,,
0.05,3.645833333,1.98,,,,,
0,3.653061224,1.574074074,,,,,
2,3.66,1.618181818,,,,,
0.37,3.666666667,1.660714286,,,,,
1.84,3.673076923,1.701754386,,,,,
0.35483871,3.679245283,1.74137931,,,,,
0.393617021,3.685185185,1.779661017,,,,,
0.431578947,3.690909091,1.816666667,,,,,
0.46875,3.696428571,1.852459016,,,,,
0.505154639,3.701754386,1.887096774,,,,,
0.540816327,3.706896552,1.920634921,,,,,
0.575757576,3.711864407,1.953125,,,,,
0.61,3.716666667,1.984615385,,,,,
0.26,3.721311475,2.015151515,,,,,
0.24,3.725806452,2.044776119,,,,,
1.84,3.73015873,2.073529412,,,,,
0.01,3.734375,2.101449275,,,,,
0.24,3.738461538,2.128571429,,,,,
0,3.742424242,2.154929577,,,,,
1.022222222,3.746268657,2.180555556,,,,,
1.086956522,3.75,2.205479452,,,,,
1.14893617,3.753623188,2.22972973,,,,,
1.208333333,3.757142857,2.253333333,,,,,
1.265306122,3.76056338,2.276315789,,,,,
1.32,3.763888889,2.298701299,,,,,
1.37254902,3.767123288,2.320512821,,,,,
1.423076923,3.77027027,2.341772152,,,,,
1.471698113,3.773333333,2.3625,,,,,
1.518518519,3.776315789,2.382716049,,,,,
1.563636364,3.779220779,2.402439024,,,,,
1.607142857,3.782051282,2.421686747,,,,,
1.649122807,3.784810127,2.44047619,,,,,
1.689655172,3.7875,2.458823529,,,,,
1.728813559,3.790123457,2.476744186,,,,,
1.766666667,3.792682927,2.494252874,,,,,
1.803278689,3.795180723,2.511363636,,,,,
1.838709677,3.797619048,2.528089888,,,,,
1.873015873,3.8,2.544444444,,,,,
1.90625,3.802325581,2.56043956,,,,,
1.938461538,3.804597701,2.576086957,,,,,
1.96969697,3.806818182,2.591397849,,,,,
2,3.808988764,2.606382979,,,,,
2.029411765,3.811111111,2.621052632,,,,,
2.057971014,3.813186813,2.635416667,,,,,
2.085714286,3.815217391,2.649484536,,,,,
2.112676056,3.817204301,2.663265306,,,,,
2.138888889,3.819148936,2.676767677,,,,,
2.164383562,3.821052632,2.69,,,,,
2.189189189,3.822916667,1.61,,,,,
2.213333333,3.824742268,0,,,,,
2.236842105,3.826530612,1.02,,,,,
2.25974026,3.828282828,0,,,,,
2.282051282,3.83,0.09,,,,,
2.303797468,1.82,1,,,,,
2.325,0.05,1.36,,,,,
2.345679012,0,1.373493976,,,,,
2.365853659,2.84,1.404761905,,,,,
2.385542169,0.24,1.435294118,,,,,
2.404761905,2.35,1.465116279,,,,,
2.423529412,0,1.494252874,,,,,
2.441860465,1.2,1.522727273,,,,,
2.459770115,0,1.550561798,,,,,
2.477272727,1.61,1.577777778,,,,,
2.494382022,1.29,1.604395604,,,,,
2.511111111,0,1.630434783,,,,,
2.527472527,0,1.655913978,,,,,
2.543478261,0.229166667,1.680851064,,,,,
2.559139785,0.306122449,1.705263158,,,,,
2.574468085,0.38,1.729166667,,,,,
2.589473684,0.450980392,1.75257732,,,,,
2.604166667,0.519230769,1.775510204,,,,,
2.618556701,0.58490566,1.797979798,,,,,
2.632653061,0.648148148,1.82,,,,,
2.646464646,0.709090909,2,,,,,
2.66,0.767857143,0.01,,,,,
2.28,0.824561404,0.21,,,,,
2.95,0.879310345,0.17,,,,,
0,0.93220339,0,,,,,
0.08,0.983333333,0,,,,,
2.5,1.032786885,0.133333333,,,,,
2.528301887,1.080645161,0.258064516,,,,,
2.555555556,1.126984127,0.375,,,,,
2.581818182,1.171875,0.484848485,,,,,
2.607142857,1.215384615,0.588235294,,,,,
2.631578947,1.257575758,0.685714286,,,,,
2.655172414,1.298507463,0.777777778,,,,,
2.677966102,1.338235294,0.864864865,,,,,
2.7,1.376811594,0.947368421,,,,,
2.721311475,1.414285714,1.025641026,,,,,
2.741935484,1.450704225,1.1,,,,,
2.761904762,1.486111111,1.170731707,,,,,
2.78125,1.520547945,1.238095238,,,,,
2.8,1.554054054,1.302325581,,,,,
2.818181818,1.586666667,1.363636364,,,,,
2.835820896,1.618421053,1.422222222,,,,,
2.852941176,1.649350649,1.47826087,,,,,
2.869565217,1.679487179,1.531914894,,,,,
2.885714286,1.708860759,1.583333333,,,,,
2.901408451,1.7375,1.632653061,,,,,
2.916666667,1.765432099,1.68,,,,,
2.931506849,1.792682927,1.725490196,,,,,
2.945945946,1.819277108,1.769230769,,,,,
2.96,1.845238095,1.811320755,,,,,
2.973684211,1.870588235,1.851851852,,,,,
2.987012987,1.895348837,1.890909091,,,,,
3,1.91954023,1.928571429,,,,,
3.012658228,1.943181818,1.964912281,,,,,
3.025,1.966292135,2,,,,,
3.037037037,1.988888889,2.033898305,,,,,
3.048780488,2.010989011,2.066666667,,,,,
3.060240964,2.032608696,2.098360656,,,,,
3.071428571,2.053763441,2.129032258,,,,,
3.082352941,2.074468085,2.158730159,,,,,
3.093023256,2.094736842,2.1875,,,,,
3.103448276,2.114583333,2.215384615,,,,,
3.113636364,2.134020619,2.242424242,,,,,
3.123595506,2.153061224,2.268656716,,,,,
3.133333333,2.171717172,2.294117647,,,,,
3.142857143,2.19,2.31884058,,,,,
3.152173913,0.18,2.342857143,,,,,
3.161290323,2.051020408,2.366197183,,,,,
3.170212766,2.070707071,2.388888889,,,,,
3.178947368,2.09,2.410958904,,,,,
3.1875,0,2.432432432,,,,,
3.195876289,0,2.453333333,,,,,
3.204081633,0,2.473684211,,,,,
3.212121212,0.4,2.493506494,,,,,
3.22,0,2.512820513,,,,,
2.16,1.866666667,2.53164557,,,,,
0.61,1.894736842,2.55,,,,,
0,1.922077922,2.567901235,,,,,
1.152777778,1.948717949,2.585365854,,,,,
1.191780822,1.974683544,2.602409639,,,,,
1.22972973,2,2.619047619,,,,,
1.266666667,2.024691358,2.635294118,,,,,
1.302631579,2.048780488,2.651162791,,,,,
1.337662338,2.072289157,2.666666667,,,,,
1.371794872,2.095238095,2.681818182,,,,,
1.405063291,2.117647059,2.696629213,,,,,
1.4375,2.139534884,2.711111111,,,,,
1.469135802,2.16091954,2.725274725,,,,,
1.5,2.181818182,2.739130435,,,,,
1.530120482,2.202247191,2.752688172,,,,,
1.55952381,2.222222222,2.765957447,,,,,
1.588235294,2.241758242,2.778947368,,,,,
1.61627907,2.260869565,2.791666667,,,,,
1.643678161,2.279569892,2.804123711,,,,,
1.670454545,2.29787234,2.816326531,,,,,
1.696629213,2.315789474,2.828282828,,,,,
1.722222222,2.333333333,2.84,,,,,
1.747252747,2.350515464,0.26,,,,,
1.77173913,2.367346939,0.44,,,,,
1.795698925,2.383838384,0.178571429,,,,,
1.819148936,2.4,0.310344828,,,,,
1.842105263,0.01,0.433333333,,,,,
1.864583333,0.04,0.548387097,,,,,
1.886597938,1.54,0.65625,,,,,
1.908163265,2,0.757575758,,,,,
1.929292929,0.51,0.852941176,,,,,
1.95,0,0.942857143,,,,,
1.06,0.06,1.027777778,,,,,
2,1.86,1.108108108,,,,,
2.052631579,0.02,1.184210526,,,,,
2.102564103,0,1.256410256,,,,,
2.15,0.88,1.325,,,,,
2.195121951,0.19,1.390243902,,,,,
2.238095238,0.41,1.452380952,,,,,
2.279069767,0.02,1.511627907,,,,,
2.318181818,0,1.568181818,,,,,
2.355555556,0.02,1.622222222,,,,,
2.391304348,0.1,1.673913043,,,,,
2.425531915,0,1.723404255,,,,,
2.458333333,0.2,1.770833333,,,,,
2.489795918,0,1.816326531,,,,,
2.52,0,1.86,,,,,
2.549019608,0.49,1.901960784,,,,,
2.576923077,0,1.942307692,,,,,
2.603773585,0.06,1.981132075,,,,,
2.62962963,0,2.018518519,,,,,
2.654545455,0.65,2.054545455,,,,,
2.678571429,0.28,2.089285714,,,,,
2.701754386,0,2.122807018,,,,,
2.724137931,0.88,2.155172414,,,,,
2.745762712,1.44,2.186440678,,,,,
2.766666667,0,2.216666667,,,,,
2.786885246,0.56,2.245901639,,,,,
2.806451613,0.86,2.274193548,,,,,
2.825396825,1.4,2.301587302,,,,,
2.84375,0,2.328125,,,,,
2.861538462,0.5,2.353846154,,,,,
2.878787879,0,2.378787879,,,,,
2.895522388,0.84,2.402985075,,,,,
2.911764706,0.62,2.426470588,,,,,
2.927536232,0.764705882,2.449275362,,,,,
2.942857143,0.944444444,2.471428571,,,,,
2.957746479,1.105263158,2.492957746,,,,,
2.972222222,1.25,2.513888889,,,,,
2.98630137,1.380952381,2.534246575,,,,,
3,1.5,2.554054054,,,,,
3.013333333,1.608695652,2.573333333,,,,,
3.026315789,1.708333333,2.592105263,,,,,
3.038961039,1.8,2.61038961,,,,,
3.051282051,1.884615385,2.628205128,,,,,
3.063291139,1.962962963,2.64556962,,,,,
3.075,2.035714286,2.6625,,,,,
3.086419753,2.103448276,2.679012346,,,,,
3.097560976,2.166666667,2.695121951,,,,,
3.108433735,2.225806452,2.710843373,,,,,
3.119047619,2.28125,2.726190476,,,,,
3.129411765,2.333333333,2.741176471,,,,,
3.139534884,2.382352941,2.755813953,,,,,
3.149425287,2.428571429,2.770114943,,,,,
3.159090909,2.472222222,2.784090909,,,,,
3.168539326,2.513513514,2.797752809,,,,,
3.177777778,2.552631579,2.811111111,,,,,
3.186813187,2.58974359,2.824175824,,,,,
3.195652174,2.625,2.836956522,,,,,
3.204301075,2.658536585,2.849462366,,,,,
3.212765957,2.69047619,2.861702128,,,,,
3.221052632,2.720930233,2.873684211,,,,,
3.229166667,2.75,2.885416667,,,,,
3.237113402,2.777777778,2.896907216,,,,,
3.244897959,2.804347826,2.908163265,,,,,
3.252525253,2.829787234,2.919191919,,,,,
3.26,2.854166667,2.93,,,,,
0,2.87755102,1.5,,,,,
0.5625,2.9,0.35,,,,,
0.632653061,2.921568627,2.24,,,,,
0.7,2.942307692,0.2,,,,,
0.764705882,2.962264151,0,,,,,
0.826923077,2.981481481,1.4,,,,,
0.886792453,3,0,,,,,
0.944444444,3.017857143,0,,,,,
1,3.035087719,0,,,,,
1.053571429,3.051724138,0,,,,,
1.105263158,3.06779661,1.791666667,,,,,
1.155172414,3.083333333,1.88,,,,,
1.203389831,3.098360656,1.961538462,,,,,
1.25,3.112903226,2.037037037,,,,,
1.295081967,3.126984127,2.107142857,,,,,
1.338709677,3.140625,2.172413793,,,,,
1.380952381,3.153846154,2.233333333,,,,,
1.421875,3.166666667,2.290322581,,,,,
1.461538462,3.179104478,2.34375,,,,,
1.5,3.191176471,2.393939394,,,,,
1.537313433,3.202898551,2.441176471,,,,,
1.573529412,3.214285714,2.485714286,,,,,
1.608695652,3.225352113,2.527777778,,,,,
1.642857143,3.236111111,2.567567568,,,,,
1.676056338,3.246575342,2.605263158,,,,,
1.708333333,3.256756757,2.641025641,,,,,
1.739726027,3.266666667,2.675,,,,,
1.77027027,3.276315789,2.707317073,,,,,
1.8,3.285714286,2.738095238,,,,,
1.828947368,3.294871795,2.76744186,,,,,
1.857142857,3.303797468,2.795454545,,,,,
1.884615385,3.3125,2.822222222,,,,,
1.911392405,3.320987654,2.847826087,,,,,
1.9375,3.329268293,2.872340426,,,,,
1.962962963,3.337349398,2.895833333,,,,,
1.987804878,3.345238095,2.918367347,,,,,
2.012048193,3.352941176,2.94,,,,,
2.035714286,3.360465116,2.960784314,,,,,
2.058823529,3.367816092,2.980769231,,,,,
2.081395349,3.375,3,,,,,
